Round,Timestamp,Time2predict,Time2learn,Accuracy,ROCAUC,BalancedAccuracy,CohenKappa,Completeness,F1,FBeta,FowlkesMallows,GeometricMean,LogLoss,MCC,Precision,WeightedPrecision,WeightedRecall,RollingAccuracy,RollingROCAUC,RollingBalancedAccuracy,RollingCohenKappa,RollingCompleteness,RollingF1,RollingFBeta,RollingFowlkesMallows,RollingGeometricMean,RollingLogLoss,RollingMCC,RollingPrecision,RollingWeightedPrecision,RollingWeightedRecall,Algorithm
1,0.0006108283996582031,3.8623809814453125e-05,0.0005662441253662109,0.9150778341034498,0.7215953420833594,0.7215953420833594,0.5477843014576397,0.4039888389803541,0.5907027027027028,0.5026863914035475,0.9063192532655989,0.6714378461156849,2.933117443790536,0.5786880821428675,0.8341135762263383,0.9097869322289432,0.9150778341034498,0.9,0.5833333333333334,0.5833333333333334,0.26035502958579954,0.4485125042931808,0.2857142857142857,0.19999999999999996,0.9003928841582375,0.408248290463863,3.453877639491038,0.38685897164933153,1.0,0.910204081632653,0.9,tree_HoeffdingAdaptiveTreeClassifier
2,0.0003921985626220703,0.00010180473327636719,8.606910705566406e-05,0.9150791039866016,0.7215954635894325,0.7215954635894324,0.5477850105328651,0.40399062224065896,0.5907027027027028,0.5026863914035475,0.9063207848184864,0.6714379288639992,2.9330735834345862,0.578688725951331,0.8341135762263383,0.9097882045191736,0.9150791039866016,0.9,0.5833333333333334,0.5833333333333334,0.26035502958579954,0.4485125042931808,0.2857142857142857,0.19999999999999996,0.9003928841582375,0.408248290463863,3.453877639491038,0.38685897164933153,1.0,0.910204081632653,0.9,tree_HoeffdingAdaptiveTreeClassifier
3,0.0002956390380859375,4.482269287109375e-05,7.796287536621094e-05,0.9150654205607477,0.7215699551657143,0.7215699551657143,0.5477368122620275,0.40395840400223904,0.5906601326030556,0.5026370661106342,0.906306554578273,0.6714004717258784,2.9335461920747576,0.578649723229434,0.8341135762263383,0.909774194171116,0.9150654205607477,0.89,0.5384615384615384,0.5769230769230769,0.2403314917127069,0.4307170782773865,0.2666666666666667,0.18518518518518517,0.8911199760325949,0.3922322702763681,3.799265403440145,0.3695642136439612,1.0,0.9023469387755102,0.89,tree_HoeffdingAdaptiveTreeClassifier
4,0.0004608631134033203,7.43865966796875e-05,0.00013256072998046875,0.9150666905915426,0.7215700766675912,0.7215700766675912,0.5477375213980292,0.40396018731285754,0.5906601326030556,0.5026370661106342,0.906308086276572,0.6714005544667088,2.9335023266194065,0.57865036708507,0.8341135762263383,0.9097754665840047,0.9150666905915426,0.89,0.5384615384615384,0.5769230769230769,0.2403314917127069,0.4307170782773865,0.2666666666666667,0.18518518518518517,0.8911199760325949,0.3922322702763681,3.799265403440145,0.3695642136439612,1.0,0.9023469387755102,0.89,tree_HoeffdingAdaptiveTreeClassifier
5,0.0003345012664794922,5.650520324707031e-05,9.393692016601562e-05,0.9150679605843564,0.7215701981652721,0.7215701981652721,0.5477382305106007,0.40396197058175976,0.5906601326030556,0.5026370661106342,0.90630961792528,0.6714006372046717,2.93345846247588,0.5786510109193821,0.8341135762263383,0.9097767389613176,0.9150679605843564,0.89,0.5384615384615384,0.5769230769230769,0.2403314917127069,0.4307170782773865,0.2666666666666667,0.18518518518518517,0.8911199760325949,0.3922322702763681,3.799265403440145,0.3695642136439612,1.0,0.9023469387755102,0.89,tree_HoeffdingAdaptiveTreeClassifier
6,0.0009894371032714844,4.8160552978515625e-05,0.0007696151733398438,0.9150542779389336,0.7215446954328577,0.7215446954328578,0.547690039243547,0.40392975812044496,0.5906175686387548,0.5025877504967009,0.9062953888197435,0.6713631863254232,2.933931044160925,0.5786120146324869,0.8341135762263383,0.9097627297643556,0.9150542779389336,0.88,0.5714285714285714,0.5714285714285714,0.22279792746113983,0.4143532857487894,0.25,0.17241379310344823,0.8819884412147723,0.3779644730092272,4.144653167389252,0.35406839944688717,1.0,0.8946938775510205,0.88,tree_HoeffdingAdaptiveTreeClassifier
7,0.0003802776336669922,5.7220458984375e-05,8.606910705566406e-05,0.9150555480793672,0.721544816926343,0.721544816926343,0.5476907484168749,0.40393154143963217,0.5906175686387548,0.5025877504967009,0.9062969206138292,0.6713632690559037,2.933887174918799,0.5786126585139572,0.8341135762263383,0.9097640022642974,0.9150555480793672,0.88,0.5714285714285714,0.5714285714285714,0.22279792746113983,0.4143532857487894,0.25,0.17241379310344823,0.8819884412147723,0.3779644730092272,4.144653167389252,0.35406839944688717,1.0,0.8946938775510205,0.88,tree_HoeffdingAdaptiveTreeClassifier
8,0.0002903938293457031,4.3392181396484375e-05,8.702278137207031e-05,0.9150568181818182,0.7215449384156327,0.7215449384156327,0.5476914575667724,0.40393332471710564,0.5906175686387548,0.5025877504967009,0.9062984523583241,0.6713633517835171,2.933843306988552,0.5786133023741037,0.8341135762263383,0.9097652747286633,0.9150568181818182,0.88,0.5714285714285714,0.5714285714285714,0.22279792746113983,0.4143532857487894,0.25,0.17241379310344823,0.8819884412147723,0.3779644730092272,4.144653167389252,0.35406839944688717,1.0,0.8946938775510205,0.88,tree_HoeffdingAdaptiveTreeClassifier
9,0.0002815723419189453,4.38690185546875e-05,7.796287536621094e-05,0.9150431363167417,0.7215194413726178,0.7215194413726178,0.5476432733020502,0.40390111803100315,0.5905750108084739,0.5025384445588993,0.9062842243873145,0.6713259071613968,2.9343158617214047,0.5785743125204359,0.8341135762263383,0.9097512666826351,0.9150431363167417,0.87,0.5333333333333333,0.5666666666666667,0.20731707317073184,0.3992074375859366,0.23529411764705882,0.16129032258064513,0.8730027323156987,0.36514837167011077,4.490040931338359,0.3400680204068024,1.0,0.8872448979591837,0.87,tree_HoeffdingAdaptiveTreeClassifier
10,0.0002834796905517578,4.315376281738281e-05,8.368492126464844e-05,0.9150294548607996,0.7214939500170986,0.7214939500170985,0.5475950958698991,0.403868916934342,0.590532459110887,0.5024891482943816,0.9062699971608685,0.6712884688038873,2.9347884023232584,0.5785353289613112,0.8341135762263383,0.909737259471081,0.9150294548607996,0.86,0.5625,0.5625,0.19354838709677452,0.385110454548629,0.2222222222222222,0.15151515151515152,0.8641674148396142,0.3535533905932738,4.835428695287466,0.32732683535398854,1.0,0.88,0.86,tree_HoeffdingAdaptiveTreeClassifier
