Round,Timestamp,Time2predict,Time2learn,Accuracy,ROCAUC,BalancedAccuracy,CohenKappa,Completeness,F1,FBeta,FowlkesMallows,GeometricMean,LogLoss,MCC,Precision,WeightedPrecision,WeightedRecall,RollingAccuracy,RollingROCAUC,RollingBalancedAccuracy,RollingCohenKappa,RollingCompleteness,RollingF1,RollingFBeta,RollingFowlkesMallows,RollingGeometricMean,RollingLogLoss,RollingMCC,RollingPrecision,RollingWeightedPrecision,RollingWeightedRecall,Algorithm
1,0.0008749961853027344,0.0004754066467285156,0.00039958953857421875,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BernoulliNB
2,0.0011451244354248047,0.00017952919006347656,9.059906005859375e-05,1.0,-0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,9.992007221626415e-16,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,9.992007221626415e-16,0.0,0.0,1.0,1.0,BernoulliNB
3,0.0016109943389892578,0.00024771690368652344,0.0002181529998779297,0.5,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,17.269388197455342,0.0,0.0,0.25,0.5,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,17.269388197455342,0.0,0.0,0.25,0.5,BernoulliNB
4,0.002721071243286133,0.0010008811950683594,0.00010919570922851562,0.6666666666666666,0.5,0.5,0.0,1.0,0.0,0.0,0.5773502691896257,0.0,11.512925464970229,0.0,0.0,0.4444444444444444,0.6666666666666666,0.6666666666666666,0.0,0.5,0.0,1.0,0.0,0.0,0.5773502691896257,0.0,11.512925464970229,0.0,0.0,0.4444444444444444,0.6666666666666666,BernoulliNB
5,0.0031523704528808594,0.00030231475830078125,0.0001289844512939453,0.75,0.5,0.5,0.0,1.0,0.0,0.0,0.7071067811865476,0.0,8.634694098727671,0.0,0.0,0.5625,0.75,0.75,0.0,0.5,0.0,1.0,0.0,0.0,0.7071067811865476,0.0,8.634694098727671,0.0,0.0,0.5625,0.75,BernoulliNB
6,0.003820657730102539,0.00038909912109375,0.0002791881561279297,0.6,0.5,0.5,0.0,1.0,0.0,0.0,0.6324555320336759,0.0,13.815510557964274,0.0,0.0,0.36,0.6,0.6,0.5,0.5,0.0,1.0,0.0,0.0,0.6324555320336759,0.0,13.815510557964274,0.0,0.0,0.36,0.6,BernoulliNB
7,0.004430294036865234,0.0004432201385498047,0.00016641616821289062,0.6666666666666666,0.5,0.5,0.0,1.0,0.0,0.0,0.6831300510639732,0.0,11.512925464970229,0.0,0.0,0.4444444444444444,0.6666666666666666,0.6666666666666666,0.5,0.5,0.0,1.0,0.0,0.0,0.6831300510639732,0.0,11.512925464970229,0.0,0.0,0.4444444444444444,0.6666666666666666,BernoulliNB
8,0.004969596862792969,0.0003535747528076172,0.0001857280731201172,0.7142857142857143,0.5,0.5,0.0,1.0,0.0,0.0,0.7237468644557459,0.0,9.868221827117338,0.0,0.0,0.5102040816326531,0.7142857142857143,0.7142857142857143,0.5,0.5,0.0,1.0,0.0,0.0,0.7237468644557459,0.0,9.868221827117338,0.0,0.0,0.5102040816326531,0.7142857142857143,BernoulliNB
9,0.005704402923583984,0.00048470497131347656,0.00025010108947753906,0.625,0.5,0.5,0.0,1.0,0.0,0.0,0.6813851438692469,0.0,12.952041148091507,0.0,0.0,0.390625,0.625,0.625,0.3333333333333333,0.5,0.0,1.0,0.0,0.0,0.6813851438692469,0.0,12.952041148091507,0.0,0.0,0.390625,0.625,BernoulliNB
10,0.006369590759277344,0.0004482269287109375,0.00021696090698242188,0.5555555555555556,0.5,0.5,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,15.350567286626971,0.0,0.0,0.30864197530864196,0.5555555555555556,0.5555555555555556,0.5,0.5,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,15.350567286626971,0.0,0.0,0.30864197530864196,0.5555555555555556,BernoulliNB
11,0.00698542594909668,0.0004487037658691406,0.0001671314239501953,0.6,0.5,0.5,0.0,1.0,0.0,0.0,0.6831300510639732,0.0,13.815510557964274,0.0,0.0,0.36,0.6,0.6,0.5,0.5,0.0,1.0,0.0,0.0,0.6831300510639732,0.0,13.815510557964274,0.0,0.0,0.36,0.6,BernoulliNB
12,0.0076580047607421875,0.00046181678771972656,0.00021076202392578125,0.6363636363636364,0.6,0.6,0.21428571428571427,0.2533529380070312,0.33333333333333337,0.23809523809523808,0.626099033699941,0.447213595499958,12.559555052694794,0.3464101615137755,1.0,0.7818181818181817,0.6363636363636364,0.6363636363636364,0.6,0.6,0.21428571428571427,0.2533529380070312,0.33333333333333337,0.23809523809523808,0.626099033699941,0.447213595499958,12.559555052694794,0.3464101615137755,1.0,0.7818181818181817,0.6363636363636364,BernoulliNB
13,0.008506298065185547,0.0005972385406494141,0.0002510547637939453,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.33333333333333326,0.2936429548646673,0.5,0.3846153846153846,0.592220092263982,0.5773502691896257,11.512925464970229,0.4472135954999579,1.0,0.7999999999999999,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.33333333333333326,0.2936429548646673,0.5,0.3846153846153846,0.592220092263982,0.5773502691896257,11.512925464970229,0.4472135954999579,1.0,0.7999999999999999,0.6666666666666666,BernoulliNB
