Round,Timestamp,Time2predict,Time2learn,Accuracy,ROCAUC,BalancedAccuracy,CohenKappa,Recall,F1,FBeta,FowlkesMallows,GeometricMean,LogLoss,MCC,Precision,WeightedPrecision,WeightedRecall,RollingAccuracy,RollingROCAUC,RollingBalancedAccuracy,RollingCohenKappa,RollingRecall,RollingF1,RollingFBeta,RollingFowlkesMallows,RollingGeometricMean,RollingLogLoss,RollingMCC,RollingPrecision,RollingWeightedPrecision,RollingWeightedRecall,Algorithm
1,0.00017309188842773438,3.147125244140625e-05,0.00014162063598632812,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RandomSampler
2,0.00030493736267089844,9.655952453613281e-05,3.528594970703125e-05,1.0,-0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,9.992007221626415e-16,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,9.992007221626415e-16,0.0,1.0,1.0,1.0,RandomSampler
3,0.0004744529724121094,9.107589721679688e-05,7.843971252441406e-05,1.0,-0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,9.992007221626415e-16,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,9.992007221626415e-16,0.0,1.0,1.0,1.0,RandomSampler
4,0.0006849765777587891,9.131431579589844e-05,0.00011920928955078125,1.0,-0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,9.992007221626415e-16,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,9.992007221626415e-16,0.0,1.0,1.0,1.0,RandomSampler
5,0.0009036064147949219,0.00012040138244628906,9.822845458984375e-05,0.75,0.5,0.5,0.0,1.0,0.8571428571428571,0.9375,0.7071067811865476,0.0,8.634893998085222,0.0,0.75,0.5625,0.75,0.75,0.3333333333333333,0.5,0.0,1.0,0.8571428571428571,0.9375,0.7071067811865476,0.0,8.634893998085222,0.0,0.75,0.5625,0.75,RandomSampler
6,0.0011050701141357422,0.00012087821960449219,8.058547973632812e-05,0.8,0.75,0.75,0.5454545454545455,1.0,0.8571428571428571,0.9375,0.6123724356957946,0.7071067811865476,6.907915198468178,0.6123724356957946,0.75,0.85,0.8,0.8,0.6666666666666666,0.75,0.5454545454545455,1.0,0.8571428571428571,0.9375,0.6123724356957946,0.7071067811865476,6.907915198468178,0.6123724356957946,0.75,0.85,0.8,RandomSampler
7,0.0012578964233398438,0.00011944770812988281,3.337860107421875e-05,0.8333333333333334,0.75,0.75,0.5714285714285715,1.0,0.888888888888889,0.9523809523809523,0.7171371656006362,0.7071067811865476,5.756595998723482,0.6324555320336757,0.8,0.8666666666666667,0.8333333333333334,0.8333333333333334,0.75,0.75,0.5714285714285715,1.0,0.888888888888889,0.9523809523809523,0.7171371656006362,0.7071067811865476,5.756595998723482,0.6324555320336757,0.8,0.8666666666666667,0.8333333333333334,RandomSampler
8,0.0014140605926513672,0.00012087821960449219,3.528594970703125e-05,0.8571428571428571,0.75,0.75,0.5882352941176469,1.0,0.9090909090909091,0.9615384615384615,0.778498944161523,0.7071067811865476,4.934225141762984,0.6454972243679027,0.8333333333333334,0.880952380952381,0.8571428571428571,0.8571428571428571,0.7,0.75,0.5882352941176469,1.0,0.9090909090909091,0.9615384615384615,0.778498944161523,0.7071067811865476,4.934225141762984,0.6454972243679027,0.8333333333333334,0.880952380952381,0.8571428571428571,RandomSampler
9,0.0016336441040039062,0.00012183189392089844,9.775161743164062e-05,0.875,0.8333333333333334,0.8333333333333333,0.7142857142857143,1.0,0.9090909090909091,0.9615384615384615,0.76271276980969,0.816496580927726,4.317446999042611,0.7453559924999299,0.8333333333333334,0.8958333333333334,0.875,0.875,0.8,0.8333333333333333,0.7142857142857143,1.0,0.9090909090909091,0.9615384615384615,0.76271276980969,0.816496580927726,4.317446999042611,0.7453559924999299,0.8333333333333334,0.8958333333333334,0.875,RandomSampler
10,0.0017871856689453125,0.00011944770812988281,3.409385681152344e-05,0.7777777777777778,0.7500000000000002,0.75,0.5,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6111111111111112,0.7453559924999299,7.675372487472396,0.5000000000000002,0.8333333333333334,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.6666666666666666,0.75,0.5,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6111111111111112,0.7453559924999299,7.675372487472396,0.5000000000000002,0.8333333333333334,0.7777777777777778,0.7777777777777778,RandomSampler
11,0.0019941329956054688,0.0001201629638671875,8.678436279296875e-05,0.7,0.6666666666666667,0.6666666666666667,0.3478260869565216,0.8333333333333334,0.7692307692307692,0.8064516129032258,0.5345224838248488,0.6454972243679028,10.361792837959245,0.35634832254989923,0.7142857142857143,0.6952380952380952,0.7,0.7,0.5833333333333334,0.6666666666666667,0.3478260869565216,0.8333333333333334,0.7692307692307692,0.8064516129032258,0.5345224838248488,0.6454972243679028,10.361792837959245,0.35634832254989923,0.7142857142857143,0.6952380952380952,0.7,RandomSampler
12,0.002146482467651367,0.00011873245239257812,3.361701965332031e-05,0.6363636363636364,0.6071428571428572,0.6071428571428572,0.21428571428571427,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.4814814814814815,0.5976143046671969,12.55970043404574,0.21428571428571427,0.7142857142857143,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.5714285714285714,0.6071428571428572,0.21428571428571427,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.4814814814814815,0.5976143046671969,12.55970043404574,0.21428571428571427,0.7142857142857143,0.6363636363636364,0.6363636363636364,RandomSampler
13,0.002350330352783203,0.00011944770812988281,8.440017700195312e-05,0.5833333333333334,0.5625,0.5625,0.11764705882352947,0.625,0.6666666666666666,0.6410256410256411,0.462030827725273,0.5590169943749475,14.39129009745115,0.11952286093343942,0.7142857142857143,0.6095238095238096,0.5833333333333334,0.5833333333333334,0.5,0.5625,0.11764705882352947,0.625,0.6666666666666666,0.6410256410256411,0.462030827725273,0.5590169943749475,14.39129009745115,0.11952286093343942,0.7142857142857143,0.6095238095238096,0.5833333333333334,RandomSampler
14,0.002504587173461914,0.00012040138244628906,3.3855438232421875e-05,0.6153846153846154,0.5833333333333333,0.5833333333333333,0.15584415584415592,0.6666666666666666,0.7058823529411765,0.6818181818181819,0.5006261743217588,0.5773502691896257,13.284267782262601,0.15811388300841903,0.75,0.6423076923076922,0.6153846153846154,0.6153846153846154,0.5555555555555556,0.5833333333333333,0.15584415584415592,0.6666666666666666,0.7058823529411765,0.6818181818181819,0.5006261743217588,0.5773502691896257,13.284267782262601,0.15811388300841903,0.75,0.6423076923076922,0.6153846153846154,RandomSampler
15,0.0027496814727783203,0.0001304149627685547,0.00011467933654785156,0.6428571428571429,0.6333333333333333,0.6333333333333333,0.2553191489361703,0.6666666666666666,0.7058823529411765,0.6818181818181819,0.49466312545461666,0.6324555320336759,12.335391512100987,0.25819888974716093,0.75,0.6607142857142857,0.6428571428571429,0.6428571428571429,0.6,0.6333333333333333,0.2553191489361703,0.6666666666666666,0.7058823529411765,0.6818181818181819,0.49466312545461666,0.6324555320336759,12.335391512100987,0.25819888974716093,0.75,0.6607142857142857,0.6428571428571429,RandomSampler
